synthetic_sme_id,synthetic_manager_id,manager_enterprise_sequence,manager_sex,manager_age_band,manager_education_level,manager_urban_rural,manager_in_workforce,sme_enterprise_activity_1digit,sme_enterprise_age_band,sme_ownership_structure,sme_household_ownership_share_band,sme_workplace_type,sme_current_capital_band,sme_startup_capital_band,sme_startup_capital_source,sme_primary_buyer_type,sme_has_business_license,sme_has_commercial_registration,sme_keeps_accounting_books,sme_has_online_page_or_storefront,sme_has_mobile_sales_app,sme_share_of_sales_online_band,sme_hires_nonhousehold_workers,sme_num_nonhousehold_workers_band,sme_num_related_external_workers_band,sme_any_workers_with_social_insurance,sme_num_workers_with_social_insurance_band,sme_new_workers_joined_last12m,sme_workers_left_last12m,sme_annual_wage_bill_band,sme_annual_taxes_paid_band,sme_average_monthly_net_earnings_band
49,200,1,0,6,4,0,0,6,6,1,-1,13,1,6,3,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
50,200,2,0,6,4,0,0,12,-1,1,-1,11,7,3,2,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
51,200,3,0,6,4,0,0,7,5,1,-1,3,4,2,3,1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,-1,-1
52,201,1,0,1,4,1,1,6,3,1,-1,14,6,4,16,6,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,-1
53,205,1,0,4,2,1,1,7,4,1,-1,2,7,3,1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,2
54,208,1,0,6,1,1,0,6,6,1,-1,4,5,1,9,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1
55,208,2,0,6,1,1,0,5,3,1,-1,3,6,6,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
56,208,3,0,6,1,1,0,5,5,1,-1,2,6,6,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
57,222,1,1,6,1,0,0,6,4,1,-1,1,1,1,4,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
58,222,2,1,6,1,0,0,8,3,1,-1,1,4,2,1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
59,233,1,0,4,2,1,1,2,5,1,-1,12,6,6,1,1,0,0,0,0,0,-1,0,2,0,0,0,0,0,-1,-1,1
60,233,2,0,4,2,1,1,6,3,1,-1,12,7,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
61,233,3,0,4,2,1,1,0,5,1,-1,13,7,1,2,1,0,0,0,0,0,-1,1,1,0,0,-1,0,0,0,-1,1
62,245,1,0,6,1,0,0,6,5,1,-1,9,4,7,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
63,245,2,0,6,1,0,0,6,5,1,-1,6,6,3,2,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
64,247,1,1,6,1,0,0,0,5,1,-1,2,2,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
65,247,2,1,6,1,0,0,0,6,1,-1,14,6,3,1,1,1,0,1,0,0,1,0,0,0,0,-1,0,0,0,-1,5
66,247,3,1,6,1,0,0,6,-1,1,2,2,5,3,6,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,-1,1
67,248,1,1,5,1,1,0,0,3,1,-1,1,2,5,17,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
68,260,1,0,6,1,1,0,6,5,1,-1,2,2,7,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,5
69,260,2,0,6,1,1,0,5,5,1,-1,1,4,6,3,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
70,271,1,1,6,1,1,0,8,5,1,1,1,1,6,-1,1,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,3
71,271,2,1,6,1,1,0,2,5,1,-1,1,6,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
72,271,3,1,6,1,1,0,0,6,1,2,1,5,4,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
73,272,1,1,6,1,1,0,2,4,1,-1,4,6,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
74,272,2,1,6,1,1,0,8,3,1,-1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
75,272,3,1,6,1,1,0,0,5,1,-1,1,6,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
76,273,1,0,3,2,0,1,18,5,2,-1,2,6,4,3,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
77,277,1,0,5,1,1,1,6,2,1,2,12,5,1,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
78,287,1,0,3,2,1,1,0,4,1,-1,14,5,5,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
79,290,1,1,3,4,1,1,15,3,1,-1,14,6,2,13,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
80,292,1,0,3,1,0,1,7,3,1,-1,9,4,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,-1,4
81,299,1,1,5,2,0,1,18,5,1,-1,1,1,2,1,1,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,-1
82,302,1,0,3,2,1,1,2,3,1,-1,13,4,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
83,303,1,1,6,2,1,0,6,6,1,-1,1,6,5,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1
84,303,2,1,6,2,1,0,18,5,1,-1,8,6,7,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
85,328,1,0,6,1,0,0,7,3,1,-1,2,7,4,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,-1,3
86,328,2,0,6,1,0,0,7,4,1,-1,10,5,4,1,1,1,-1,0,0,0,-1,1,0,0,0,-1,0,0,0,-1,2
87,343,1,0,3,2,0,1,18,5,1,-1,1,7,1,9,1,0,-1,0,0,0,-1,0,0,0,0,2,0,0,-1,-1,2
88,349,1,0,2,3,1,1,19,3,1,-1,11,7,6,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,2
89,350,1,0,5,4,1,1,6,3,1,-1,2,-1,5,4,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
90,352,1,1,6,1,1,0,0,1,1,-1,1,7,5,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
91,352,2,1,6,1,1,0,6,5,1,-1,4,4,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
92,352,3,1,6,1,1,0,6,5,1,-1,2,6,2,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
93,363,1,0,6,1,1,0,18,5,1,-1,9,5,4,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
94,363,2,0,6,1,1,0,7,2,1,-1,9,6,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
95,383,1,0,4,2,1,1,7,3,1,-1,2,-1,6,1,1,0,0,0,0,0,-1,0,0,1,0,-1,0,0,-1,-1,1
96,399,1,0,3,1,1,1,5,4,1,-1,2,5,2,4,1,0,0,0,0,0,-1,1,0,0,1,-1,0,0,0,-1,1
97,404,1,0,2,2,1,1,18,1,1,-1,1,1,6,2,1,1,1,0,0,0,-1,0,2,0,0,0,0,0,0,3,2
98,415,1,1,6,1,1,0,6,3,1,-1,4,4,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,1
99,415,2,1,6,1,1,0,6,5,1,-1,2,4,5,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
100,415,3,1,6,1,1,0,8,4,1,-1,1,4,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
101,417,1,1,6,1,0,0,0,6,1,-1,1,1,1,1,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1
102,417,2,1,6,1,0,0,8,4,1,-1,1,2,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
103,426,1,0,3,1,1,1,8,4,1,-1,8,5,2,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,5
104,431,1,1,6,4,0,0,15,1,1,-1,4,5,5,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
105,431,2,1,6,4,0,0,6,5,2,-1,1,2,5,13,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,3
106,431,3,1,6,4,0,0,15,5,1,-1,1,6,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
107,443,1,1,6,1,1,0,0,6,1,-1,1,7,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
108,443,2,1,6,1,1,0,6,5,1,-1,1,5,3,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,5,5
109,443,3,1,6,1,1,0,8,4,1,-1,1,7,5,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
110,461,1,0,2,1,1,1,7,4,1,-1,1,6,3,1,1,1,0,0,0,0,-1,1,3,1,0,-1,0,0,0,-1,-1
111,468,1,0,6,1,0,0,2,3,1,-1,2,5,4,1,1,1,0,1,0,0,-1,0,1,0,0,0,0,0,0,-1,4
112,468,2,0,6,1,0,0,5,3,1,-1,2,7,4,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,5,5
113,471,1,0,2,4,0,1,14,3,1,-1,12,5,-1,1,1,0,0,0,0,0,-1,0,4,0,0,0,0,0,0,-1,1
114,473,1,0,6,1,1,0,19,4,1,-1,11,6,2,1,1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,3
115,473,2,0,6,1,1,0,18,5,1,-1,4,5,6,8,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
116,473,3,0,6,1,1,0,7,6,1,-1,2,5,5,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
117,481,1,1,6,1,0,0,18,4,1,-1,4,5,7,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
118,481,2,1,6,1,0,0,6,4,1,-1,1,6,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
119,481,3,1,6,1,0,0,8,-1,2,-1,14,4,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,4,-1,1
120,487,1,0,6,4,0,0,6,6,1,-1,13,6,6,4,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,2
121,507,1,0,4,1,0,1,7,4,1,-1,14,7,6,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,5
122,512,1,0,1,2,1,1,8,3,1,-1,1,5,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
123,518,1,0,3,2,0,1,6,2,1,-1,2,4,3,4,1,0,-1,-1,0,0,-1,0,0,1,0,-1,0,0,0,-1,4
124,526,1,1,6,1,1,0,6,4,1,-1,2,4,5,15,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
125,526,2,1,6,1,1,0,6,6,1,-1,1,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
126,541,1,0,6,1,0,0,5,6,1,-1,2,7,4,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
127,541,2,0,6,1,0,0,6,5,1,-1,2,5,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
128,542,1,0,5,1,1,1,7,5,1,-1,12,7,5,2,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,2,-1,3
129,544,1,0,6,1,1,0,0,2,1,-1,14,6,4,3,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
130,544,2,0,6,1,1,0,7,5,1,-1,2,7,6,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,1
131,544,3,0,6,1,1,0,7,4,1,2,12,4,6,3,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
132,545,1,1,3,1,1,1,0,2,1,-1,4,2,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
133,547,1,1,6,1,1,0,6,6,2,-1,1,4,3,18,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
134,549,1,1,6,1,1,0,8,6,1,-1,1,1,5,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
135,549,2,1,6,1,1,0,6,1,1,-1,1,4,3,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
136,550,1,1,6,1,0,0,2,5,1,-1,1,3,2,-1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
137,561,1,0,6,1,0,0,7,6,1,-1,2,1,4,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,3,3
138,561,2,0,6,1,0,0,0,5,1,-1,2,4,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
139,564,1,0,6,1,0,1,7,6,1,-1,2,4,4,1,1,1,0,0,0,0,-1,0,3,0,0,0,0,0,0,-1,3
140,566,1,1,3,2,1,1,2,2,1,-1,1,1,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
141,594,1,0,2,2,1,1,6,2,1,-1,1,4,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
142,597,1,0,2,2,0,1,7,3,1,-1,2,6,1,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,2
143,598,1,0,3,4,0,1,11,4,1,-1,2,7,6,1,1,1,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,-1,3
144,605,1,0,2,1,1,1,7,4,1,-1,9,6,7,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
145,611,1,0,6,1,0,0,7,5,1,-1,2,6,1,2,1,0,0,0,0,0,4,0,1,0,0,0,0,1,-1,-1,4
146,619,1,0,1,2,1,1,0,3,1,-1,12,-1,3,3,1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,4
147,640,1,0,2,2,1,1,5,4,1,-1,2,7,6,1,1,0,0,0,0,0,-1,0,0,1,0,-1,0,0,-1,-1,5
148,654,1,0,3,2,1,1,6,3,1,-1,1,3,2,17,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,5
149,657,1,0,3,4,1,1,6,3,1,-1,12,1,5,17,1,0,-1,0,0,0,-1,1,1,0,0,0,0,0,-1,-1,2
150,659,1,0,3,1,1,1,5,4,2,-1,11,6,4,3,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
151,677,1,0,6,1,0,0,7,5,1,-1,14,6,5,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
152,677,2,0,6,1,0,0,7,1,1,-1,14,7,2,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
153,677,3,0,6,1,0,0,0,4,1,-1,14,3,6,2,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
154,680,1,1,6,1,1,0,6,6,1,-1,1,3,1,1,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,2
155,680,2,1,6,1,1,0,0,5,1,2,3,1,4,3,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,-1,2
156,680,3,1,6,1,1,0,8,4,1,-1,1,7,2,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
157,682,1,0,2,2,1,1,18,3,1,-1,2,7,2,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
158,702,1,0,2,2,1,1,6,3,1,-1,2,2,7,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
159,704,1,1,6,1,1,0,2,3,1,-1,1,6,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
160,705,1,1,3,4,1,0,15,4,1,-1,1,4,4,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,3
161,709,1,0,5,2,1,1,6,2,1,-1,1,6,5,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
162,728,1,0,2,2,0,1,2,2,1,-1,2,5,2,1,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,1
163,747,1,0,6,1,1,0,8,4,2,-1,1,1,5,13,1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,-1,5
164,747,2,0,6,1,1,0,7,4,1,-1,9,5,1,1,7,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,2
165,747,3,0,6,1,1,0,7,6,1,-1,2,-1,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,5
166,749,1,0,6,1,1,0,5,5,1,-1,2,-1,5,9,1,-1,0,0,0,0,-1,1,2,0,0,0,0,0,0,-1,4
167,749,2,0,6,1,1,0,5,4,1,-1,13,7,6,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
168,749,3,0,6,1,1,0,4,4,1,-1,9,4,6,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
169,762,1,1,3,2,1,0,6,4,1,-1,5,3,2,2,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,2
170,774,1,1,6,2,0,0,6,5,1,-1,2,1,1,1,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1
171,774,2,1,6,2,0,0,0,1,1,-1,14,7,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
172,774,3,1,6,2,0,0,6,5,2,-1,2,3,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
173,775,1,0,2,4,0,1,2,2,1,-1,2,7,6,3,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,3,-1,1
174,776,1,0,6,1,1,0,6,-1,1,-1,13,2,2,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
175,776,2,0,6,1,1,0,5,3,1,-1,12,6,7,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,-1,4
176,788,1,0,3,4,0,1,13,4,1,-1,2,2,4,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,4
177,799,1,1,2,2,1,1,6,3,1,-1,4,1,2,1,1,0,-1,0,0,0,3,0,0,0,0,0,0,0,0,-1,5
178,802,1,0,1,2,0,1,6,3,1,-1,2,6,6,2,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
179,813,1,0,2,4,0,1,15,3,1,-1,2,4,4,1,11,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,3
180,822,1,0,6,1,1,0,0,5,1,-1,18,7,6,4,1,0,-1,0,0,0,-1,0,1,0,0,-1,0,0,-1,-1,5
181,822,2,0,6,1,1,0,7,5,1,-1,12,-1,5,7,1,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,2
182,834,1,0,3,4,0,1,16,4,1,-1,14,7,6,4,2,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
183,837,1,0,6,1,1,0,0,5,2,-1,4,2,2,1,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,2
184,837,2,0,6,1,1,0,7,6,1,-1,6,5,1,2,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,4
185,858,1,0,4,2,1,1,6,5,1,2,5,6,5,1,1,0,1,0,1,0,-1,0,1,0,0,0,0,0,0,3,4
186,860,1,0,2,1,0,1,5,3,1,-1,14,7,4,2,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
187,869,1,0,6,1,1,0,6,5,1,-1,9,7,5,3,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
188,869,2,0,6,1,1,0,6,3,1,-1,10,5,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
189,869,3,0,6,1,1,0,0,5,1,-1,2,7,7,6,6,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
