synthetic_sme_id,synthetic_manager_id,manager_enterprise_sequence,manager_sex,manager_age_band,manager_education_level,manager_urban_rural,manager_in_workforce,sme_enterprise_activity_1digit,sme_enterprise_age_band,sme_ownership_structure,sme_household_ownership_share_band,sme_workplace_type,sme_current_capital_band,sme_startup_capital_band,sme_startup_capital_source,sme_primary_buyer_type,sme_has_business_license,sme_has_commercial_registration,sme_keeps_accounting_books,sme_has_online_page_or_storefront,sme_has_mobile_sales_app,sme_share_of_sales_online_band,sme_hires_nonhousehold_workers,sme_num_nonhousehold_workers_band,sme_num_related_external_workers_band,sme_any_workers_with_social_insurance,sme_num_workers_with_social_insurance_band,sme_new_workers_joined_last12m,sme_workers_left_last12m,sme_annual_wage_bill_band,sme_annual_taxes_paid_band,sme_average_monthly_net_earnings_band
11,50,1,1,6,4,0,0,15,3,1,-1,2,7,1,1,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,3
12,50,2,1,6,4,0,0,15,1,1,-1,2,6,6,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,5
13,50,3,1,6,4,0,0,15,5,1,-1,2,5,2,1,1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
14,54,1,0,3,2,1,1,6,4,1,-1,2,4,4,1,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1
15,55,1,0,1,2,1,1,5,2,1,-1,2,7,1,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,2
16,55,2,0,1,2,1,1,18,3,1,-1,12,7,7,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,2
17,57,1,0,6,2,1,0,18,6,1,-1,9,1,6,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,5
18,57,2,0,6,2,1,0,6,3,1,-1,13,5,7,1,11,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
19,57,3,0,6,2,1,0,16,1,1,-1,1,5,6,2,1,0,1,0,0,0,5,0,0,0,0,0,1,0,-1,-1,5
20,60,1,0,3,2,1,1,0,4,1,-1,9,5,1,4,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,-1,3
21,62,1,0,3,2,1,1,9,4,1,-1,12,5,2,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,4
22,73,1,0,5,1,1,1,6,5,1,-1,9,1,5,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,2
23,75,1,0,3,1,1,1,7,5,1,-1,1,4,6,1,1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
24,78,1,0,4,2,1,1,6,3,1,-1,2,6,4,12,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,-1,5,3
25,99,1,1,6,1,1,0,6,3,1,-1,1,3,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,2
26,107,1,0,4,1,1,1,5,5,1,-1,9,7,6,1,11,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,4
27,112,1,0,4,2,1,1,7,4,1,-1,9,6,2,1,1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,4
28,125,1,0,1,1,1,1,2,1,1,-1,6,7,3,3,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
29,127,1,0,3,2,1,1,6,4,1,-1,12,6,4,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
30,129,1,1,6,1,1,0,2,6,1,-1,12,4,4,2,1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
31,129,2,1,6,1,1,0,6,5,1,-1,1,4,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0
32,132,1,0,6,1,1,0,0,5,1,-1,9,7,4,8,1,0,1,0,0,0,-1,0,3,0,0,-1,0,0,-1,-1,2
33,132,2,0,6,1,1,0,6,5,1,-1,2,7,5,8,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
34,140,1,1,6,1,1,0,8,2,1,-1,1,2,4,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
35,140,2,1,6,1,1,0,8,-1,1,-1,2,3,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
36,140,3,1,6,1,1,0,0,5,1,-1,1,5,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,5
37,145,1,0,3,1,0,1,0,5,1,-1,6,5,5,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,0,3,-1,-1
38,156,1,0,4,2,0,1,18,2,2,-1,2,7,1,4,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,4
39,157,1,0,3,4,0,1,6,4,1,-1,14,5,4,2,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,5
40,163,1,0,5,2,1,1,2,2,1,-1,1,1,6,2,1,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,-1,4
41,171,1,1,1,4,0,0,15,2,1,-1,1,7,6,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
42,178,1,1,6,1,1,0,6,3,1,-1,1,6,3,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
43,178,2,1,6,1,1,0,18,5,1,-1,1,2,3,4,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
44,178,3,1,6,1,1,0,6,3,1,1,1,6,2,2,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
45,179,1,1,6,1,1,0,6,1,1,-1,1,4,6,8,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
46,181,1,0,5,1,0,1,6,-1,1,-1,2,7,7,1,1,0,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,-1,5
47,183,1,0,3,2,0,1,6,3,1,-1,2,1,3,16,1,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,-1,3
48,194,1,0,6,2,0,0,4,5,1,-1,9,7,1,4,1,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
49,194,2,0,6,2,0,0,6,4,1,-1,2,7,6,1,1,1,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,1
50,194,3,0,6,2,0,0,8,5,1,-1,2,7,5,4,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
51,199,1,0,4,4,0,1,6,4,1,-1,2,7,3,1,1,0,1,1,0,0,-1,0,1,0,0,-1,0,0,0,-1,4
52,202,1,0,6,1,0,0,7,3,1,-1,2,7,6,4,1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,3
53,202,2,0,6,1,0,0,5,6,1,-1,6,4,4,6,1,-1,0,-1,0,0,-1,0,4,0,0,0,0,0,0,-1,4
54,202,3,0,6,1,0,0,6,3,1,-1,9,7,6,2,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,4
55,207,1,1,3,1,0,0,2,1,1,-1,1,4,1,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
56,209,1,1,6,1,1,0,8,5,1,-1,1,2,3,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
57,209,2,1,6,1,1,0,0,3,1,2,2,3,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4
58,209,3,1,6,1,1,0,2,6,1,-1,1,4,2,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
59,213,1,1,6,1,0,0,6,5,1,-1,1,5,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0
60,213,2,1,6,1,0,0,18,6,1,-1,1,4,4,2,1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,2
61,215,1,1,4,1,0,1,6,4,1,-1,13,3,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
62,223,1,1,6,1,0,0,2,1,1,-1,13,4,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
63,230,1,1,4,1,1,0,0,2,1,-1,1,2,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
64,232,1,1,6,2,0,0,0,5,1,-1,1,1,5,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
65,234,1,0,3,1,0,1,7,5,1,-1,3,7,5,9,1,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0
66,248,1,0,3,4,0,1,6,1,1,-1,2,7,5,4,1,1,1,0,1,0,-1,0,2,0,0,0,0,1,0,-1,4
67,253,1,1,4,4,0,1,15,5,1,-1,1,1,2,15,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
68,255,1,1,4,2,1,0,6,2,1,-1,1,2,2,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
69,259,1,0,2,2,1,1,0,3,1,-1,6,6,2,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1
70,264,1,1,2,2,1,1,2,2,1,-1,1,4,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
71,266,1,0,6,1,1,0,7,5,1,-1,4,-1,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
72,266,2,0,6,1,1,0,6,3,1,-1,10,6,1,1,1,1,-1,1,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
73,267,1,0,2,2,0,1,18,4,1,-1,9,7,7,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
74,274,1,0,2,4,1,1,6,5,1,-1,2,1,3,2,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
75,275,1,0,6,1,1,0,0,6,1,-1,14,6,6,1,1,-1,0,0,0,0,-1,0,4,0,0,0,0,0,-1,-1,3
76,275,2,0,6,1,1,0,0,6,2,-1,4,4,2,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,5
77,275,3,0,6,1,1,0,7,6,1,-1,2,6,5,1,1,1,1,1,0,0,-1,1,2,0,0,0,0,0,-1,-1,1
78,283,1,1,6,1,0,0,6,6,1,-1,1,5,3,2,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
79,287,1,0,6,1,1,0,17,5,1,-1,2,1,4,1,11,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
80,287,2,0,6,1,1,0,2,5,1,-1,2,1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,4
81,300,1,1,6,1,1,0,6,5,1,-1,4,3,7,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
82,314,1,0,6,1,0,0,6,3,1,-1,4,5,5,4,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,2,4
83,314,2,0,6,1,0,0,6,5,1,-1,14,7,4,1,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,4
84,314,3,0,6,1,0,0,19,3,1,-1,6,4,4,4,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,3
85,323,1,0,3,2,0,1,6,-1,1,-1,13,6,5,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
86,325,1,0,4,1,0,1,7,2,1,-1,2,6,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
87,333,1,1,6,1,1,0,6,6,1,-1,2,1,3,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
88,337,1,0,6,2,1,0,6,5,1,-1,1,6,1,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,3
89,337,2,0,6,2,1,0,7,5,1,-1,2,7,6,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
90,352,1,1,6,1,1,0,6,6,1,-1,1,6,2,1,6,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,5
91,360,1,0,2,2,1,1,18,3,2,-1,1,5,4,4,7,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
92,362,1,0,1,2,1,1,6,3,1,-1,4,5,4,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,4,-1,2
93,363,1,0,2,4,0,1,15,1,1,-1,2,4,7,1,1,0,0,1,0,0,-1,1,2,0,0,0,0,0,-1,-1,1
94,391,1,1,6,1,0,0,8,5,1,-1,4,2,2,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
95,391,2,1,6,1,0,0,6,1,1,-1,1,3,4,6,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,2
96,412,1,0,3,1,1,1,5,5,1,-1,1,7,7,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
97,413,1,1,6,2,0,0,8,4,1,-1,2,4,3,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
98,413,2,1,6,2,0,0,18,3,1,1,4,5,4,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
99,413,3,1,6,2,0,0,0,5,2,-1,1,3,7,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
100,418,1,0,5,2,0,1,18,1,1,-1,13,4,5,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,3
101,428,1,1,6,1,1,0,19,6,1,-1,14,6,6,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
102,436,1,0,4,1,0,1,7,5,1,1,2,6,3,13,1,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,4
103,437,1,0,4,1,1,1,8,3,1,-1,12,4,4,5,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,3
104,443,1,1,6,1,1,0,6,4,1,-1,1,7,2,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
105,443,2,1,6,1,1,0,8,1,1,-1,1,5,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,-1,1
106,446,1,0,2,2,1,1,7,4,1,2,9,7,4,2,1,1,0,0,0,0,-1,0,0,2,0,0,0,0,0,-1,1
107,455,1,0,2,1,1,1,0,3,1,-1,9,4,7,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
108,465,1,1,2,2,0,1,18,2,1,-1,1,6,6,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1
109,468,1,0,4,1,1,1,8,4,1,-1,9,4,1,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
110,472,1,0,3,4,1,1,6,5,1,-1,10,3,4,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,4
111,479,1,0,3,4,1,1,2,1,1,-1,2,7,6,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
112,485,1,0,4,3,1,1,6,5,1,-1,2,4,5,1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,-1,5
113,487,1,1,6,1,0,0,2,4,1,-1,13,7,3,1,7,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
114,487,2,1,6,1,0,0,6,5,1,-1,1,4,1,4,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
115,487,3,1,6,1,0,0,8,4,1,-1,1,4,2,2,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1
116,491,1,0,6,4,0,1,6,5,1,-1,9,1,3,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,5,-1,3
117,499,1,0,3,2,1,1,8,4,1,-1,9,5,6,9,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
118,504,1,0,1,2,0,1,18,4,1,-1,9,6,6,1,1,1,-1,1,1,0,-1,1,0,0,0,0,0,0,0,-1,1
119,510,1,1,6,1,1,0,8,3,1,-1,4,4,2,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
120,510,2,1,6,1,1,0,6,4,1,-1,4,3,3,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
121,510,3,1,6,1,1,0,6,1,1,-1,4,4,4,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
122,514,1,1,4,1,1,1,0,4,1,-1,9,4,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
123,516,1,1,6,1,1,0,6,6,1,-1,1,6,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
124,516,2,1,6,1,1,0,0,1,1,-1,5,6,1,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
125,516,3,1,6,1,1,0,6,4,1,-1,1,6,1,3,1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,-1,5
126,517,1,0,4,2,0,1,18,5,1,-1,1,6,6,1,1,1,0,0,0,0,-1,0,2,0,0,0,0,0,5,-1,1
127,519,1,0,3,4,1,1,15,4,1,1,5,-1,1,1,1,1,0,0,0,0,-1,0,2,0,0,1,0,0,0,-1,4
128,521,1,1,6,1,1,0,2,1,1,1,2,1,2,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
129,521,2,1,6,1,1,0,0,4,1,-1,1,5,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
130,521,3,1,6,1,1,0,0,5,1,-1,1,4,4,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
131,524,1,1,6,2,1,0,0,1,1,-1,1,6,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
132,525,1,0,2,2,0,1,2,3,1,-1,3,6,6,3,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
133,546,1,1,6,1,1,0,6,5,1,-1,1,1,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
134,546,2,1,6,1,1,0,0,4,1,-1,1,5,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
135,553,1,0,2,2,1,1,17,4,2,-1,11,1,6,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1
136,558,1,0,3,1,1,1,4,4,1,-1,6,1,7,4,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,2
137,567,1,0,2,2,0,1,6,1,1,-1,9,6,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,2
138,578,1,0,6,1,0,0,18,4,1,-1,9,1,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
139,578,2,0,6,1,0,0,3,6,1,-1,9,6,7,1,7,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,-1,3
140,578,3,0,6,1,0,0,6,5,1,-1,1,5,3,2,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1
141,586,1,0,5,1,1,1,6,6,1,-1,9,1,4,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,3
142,611,1,0,2,1,1,1,18,4,1,-1,2,6,5,15,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,4
143,620,1,0,4,1,1,1,8,4,1,-1,9,3,6,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,3
144,640,1,0,4,4,1,1,6,4,2,-1,2,7,7,1,1,0,0,1,1,0,-1,0,0,0,0,-1,0,0,0,-1,5
145,642,1,0,2,2,1,1,0,2,1,-1,2,5,5,4,1,0,1,0,0,0,-1,0,1,0,0,-1,0,0,-1,-1,1
146,643,1,0,6,1,0,0,0,5,1,-1,16,-1,5,1,2,1,-1,1,0,0,-1,0,0,0,0,0,0,0,5,-1,1
147,648,1,0,4,1,1,1,0,3,1,-1,2,4,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
148,655,1,0,2,2,0,1,2,4,1,-1,9,5,6,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
149,655,2,0,2,2,0,1,18,4,1,-1,9,6,7,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
150,657,1,0,6,1,0,0,18,5,1,-1,2,7,1,1,1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,3
151,657,2,0,6,1,0,0,6,5,1,-1,2,5,1,17,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1
152,661,1,1,6,1,1,0,6,5,1,-1,4,4,3,2,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1
153,661,2,1,6,1,1,0,6,6,1,-1,4,4,3,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
154,663,1,0,6,2,0,0,7,2,1,-1,2,6,3,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,3
155,663,2,0,6,2,0,0,8,4,1,-1,11,7,7,1,1,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,2
156,673,1,0,4,2,1,1,0,3,1,-1,2,7,6,4,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,4
157,699,1,0,4,1,0,1,7,3,1,-1,6,1,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,2
158,700,1,0,5,4,0,1,6,2,1,-1,9,4,7,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,1
159,703,1,0,6,4,0,0,6,5,1,-1,2,5,-1,17,1,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,4
160,715,1,1,2,2,0,1,11,1,1,-1,2,2,7,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,5,4
161,717,1,0,6,1,0,0,2,4,1,-1,9,6,4,17,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
162,717,2,0,6,1,0,0,2,5,1,-1,2,7,1,1,1,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,-1,3
163,721,1,1,6,1,1,0,0,6,1,-1,1,4,4,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,2
164,721,2,1,6,1,1,0,6,4,1,-1,1,5,1,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
165,721,3,1,6,1,1,0,6,5,1,-1,1,3,2,17,2,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
166,722,1,1,3,4,0,1,6,2,1,-1,2,2,3,1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
167,729,1,0,3,2,1,1,5,-1,1,-1,2,7,6,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
168,730,1,0,3,2,0,1,0,4,1,-1,9,-1,5,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
169,731,1,0,5,1,1,1,2,5,1,-1,98,5,5,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
170,733,1,0,3,1,1,1,6,5,1,-1,1,-1,4,1,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,2
171,739,1,0,4,1,1,1,2,5,2,-1,12,6,6,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
172,742,1,0,3,1,0,1,2,2,1,-1,12,3,4,3,1,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,-1
173,753,1,0,4,2,1,1,7,3,2,-1,14,5,4,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1
174,753,2,0,4,2,1,1,5,2,1,-1,2,4,1,2,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,2,3
175,754,1,0,3,1,0,1,2,4,1,-1,9,4,6,2,1,1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
176,761,1,0,2,1,1,1,6,3,1,-1,12,6,6,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,4
177,763,1,0,4,1,1,1,0,2,1,1,2,5,-1,1,1,1,1,0,0,0,-1,1,1,0,0,-1,0,0,0,-1,3
178,767,1,0,6,2,1,0,0,6,1,-1,14,4,2,8,1,-1,0,1,0,0,-1,0,2,0,0,0,0,0,0,-1,-1
179,776,1,0,3,4,1,1,15,-1,1,-1,13,5,1,1,1,-1,1,0,1,0,-1,1,4,0,0,0,0,0,-1,-1,3
180,778,1,0,6,1,0,0,6,6,1,-1,1,6,5,-1,1,1,0,1,0,0,-1,0,0,1,0,0,0,0,0,-1,1
181,788,1,1,2,2,1,1,2,3,1,-1,2,3,4,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
182,789,1,0,3,1,1,1,8,5,1,-1,12,1,-1,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
183,808,1,1,6,1,1,0,6,4,1,-1,1,7,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,2
184,808,2,1,6,1,1,0,18,1,1,-1,14,5,5,4,2,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
185,808,3,1,6,1,1,0,6,4,1,-1,4,7,6,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,2
186,813,1,1,6,1,1,0,6,5,1,-1,1,5,3,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,5
187,813,2,1,6,1,1,0,6,3,1,-1,12,6,1,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1
188,816,1,1,6,2,0,0,2,5,1,-1,2,4,3,2,1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1
189,816,2,1,6,2,0,0,0,3,1,-1,13,6,5,1,1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,-1,4
